ip,port,protocol,https,anonymity,country_code,country,city,org,asn,response_ms,connect_ms,uptime_pct,checks,last_checked,last_alive
124.156.194.52,8081,http,yes,elite,,,,,,4466,1346,72.5,1269,2026-09-17T02:46:31.3451984Z,2026-09-17T02:46:31.3451984Z
111.119.162.248,10930,socks4,yes,elite,SG,Singapore,Singapore,Alibaba.com Singapore E-Commerce Private Limited,"AS45102 Alibaba (US) Technology Co., Ltd.",4727,130,43.5,124,2026-09-17T02:45:30.9326413Z,2026-09-17T02:45:30.9326413Z
36.155.23.163,10808,socks4,yes,elite,HK,Hong Kong,Hong Kong,ZEN,AS21859 Zenlayer Inc,4929,197,82.8,250,2026-09-17T02:46:05.6236423Z,2026-09-17T02:46:05.6236423Z
144.255.17.68,7890,socks5,yes,elite,CN,China,Jinan,Chinanet SD,AS4134 CHINANET BACKBONE,5294,304,90.9,33,2026-09-17T02:49:04.3550100Z,2026-09-17T02:49:04.3550100Z
202.181.24.102,10814,socks5,yes,elite,SG,Singapore,Singapore,AWS EC2 (ap-southeast-1),"AS16509 Amazon.com, Inc.",5301,210,57.1,14,2026-09-17T02:49:48.4716354Z,2026-09-17T02:49:48.4716354Z
103.43.191.71,8888,http,yes,elite,HK,Hong Kong,Kwai Chung,Zhongya PTE LTD,AS139021 West263 International Limited,5507,195,65.5,8559,2026-09-17T02:47:30.5392923Z,2026-09-17T02:47:30.5392923Z
111.119.162.248,10935,socks4,yes,elite,MY,Malaysia,Kuala Lumpur,Alibaba Cloud - MY,"AS45102 Alibaba (US) Technology Co., Ltd.",5522,127,40,155,2026-09-17T02:45:23.1162792Z,2026-09-17T02:45:23.1162792Z
161.35.90.93,1082,socks5,yes,elite,BR,Brazil,Belo Horizonte,Master DA Web Datacenter Ltda,AS270564 MASTER DA WEB DATACENTER LTDA,5823,11,64.2,5997,2026-09-17T02:49:43.1586671Z,2026-09-17T02:49:43.1586671Z
111.119.162.248,10908,socks4,yes,elite,US,United States,Charlottesville,ALICLOUD-US,"AS45102 Alibaba (US) Technology Co., Ltd.",5942,122,63,27,2026-09-17T02:47:37.2928054Z,2026-09-17T02:47:37.2928054Z
125.122.35.253,8087,http,yes,elite,CN,China,Hangzhou,Chinanet,AS58461 CT HangZhou IDC,6113,206,77.5,5185,2026-09-17T02:48:08.7520599Z,2026-09-17T02:48:08.7520599Z
149.248.18.106,1080,socks5,yes,elite,CA,Canada,Vancouver,Tech Futures Interactive Inc,AS394256 Tech Futures Interactive Inc.,6215,167,38.8,273,2026-09-17T02:49:22.7641078Z,2026-09-17T02:49:22.7641078Z
137.131.12.103,1080,socks5,yes,elite,US,United States,Phoenix,Oracle Cloud Infrastructure (us-phoenix-1),AS31898 Oracle Corporation,6217,2198,29.6,142,2026-09-17T02:47:55.2528890Z,2026-09-17T02:47:55.2528890Z
103.221.228.50,5678,socks4,yes,elite,VN,Vietnam,Hai Bà Trưng,BUUDIENCP16,AS63747 Central Post and Telecommunication (CPT),6438,2291,32.7,113,2026-09-17T02:49:19.8496214Z,2026-09-17T02:49:19.8496214Z
124.156.194.52,8080,http,yes,elite,,,,,,6766,247,68.7,839,2026-09-17T02:46:31.3933168Z,2026-09-17T02:46:31.3933168Z
111.119.162.248,10924,http,yes,elite,US,United States,Charlottesville,Alibaba Cloud - US,"AS45102 Alibaba (US) Technology Co., Ltd.",7047,122,35.7,42,2026-09-17T02:49:55.4893538Z,2026-09-17T02:49:55.4893538Z
43.156.40.114,8080,http,yes,elite,,,,,,7067,159,82.1,280,2026-09-17T02:47:00.9541983Z,2026-09-17T02:47:00.9541983Z
62.113.112.246,10808,socks4,yes,elite,NL,The Netherlands,Haarlem,Scaleway,AS12876 Scaleway SAS,7621,40,62.7,134,2026-09-17T02:49:44.9863707Z,2026-09-17T02:49:44.9863707Z
103.162.30.189,10808,socks5,yes,elite,VN,Vietnam,Hanoi,O2 Vietnam Technology Joint Stock Company,AS135967 Bach Kim Network solutions Join stock company,7698,224,91.4,1368,2026-09-17T02:45:33.9241238Z,2026-09-17T02:45:33.9241238Z
161.35.90.93,1083,socks5,yes,elite,ES,Spain,Madrid,M247 Ltd,AS9009 M247 Europe SRL,7772,11,66,6584,2026-09-17T02:49:34.4213433Z,2026-09-17T02:49:34.4213433Z
38.49.210.79,40000,socks5,yes,elite,CA,Canada,Montreal,Cloudflare WARP,"AS13335 Cloudflare, Inc.",7925,105,48.3,408,2026-09-17T02:49:24.4108339Z,2026-09-17T02:49:24.4108339Z
